Site_Latitude,Site_Longitude,Site_Soil_Sand_Percentage,Site_Soil_Silt_Percentage,Site_Soil_Clay_Percentage,Site_Precipitation_mm,Site_Temperature_Celsius,Crop_Biomass_Aerial
39.37,22.22,50.9,20.0,29.1,461.0,16.2,5.0
39.37,22.22,50.9,20.0,29.1,461.0,16.2,6.42
39.37,22.22,50.9,20.0,29.1,461.0,16.2,4.6
39.37,22.22,50.9,20.0,29.1,461.0,16.2,7.87
39.37,22.22,50.9,20.0,29.1,461.0,16.2,4.55
39.37,22.22,50.9,20.0,29.1,461.0,16.2,6.62
39.37,22.22,50.9,20.0,29.1,461.0,16.2,4.63
39.37,22.22,50.9,20.0,29.1,461.0,16.2,8.27
39.37,22.22,50.9,20.0,29.1,461.0,16.2,9.32
39.37,22.22,50.9,20.0,29.1,461.0,16.2,4.73
39.37,22.22,50.9,20.0,29.1,461.0,16.2,5.2
39.37,22.22,50.9,20.0,29.1,461.0,16.2,7.32
39.37,22.22,50.9,20.0,29.1,461.0,16.2,5.13
39.37,22.22,50.9,20.0,29.1,461.0,16.2,8.32
39.37,22.22,50.9,20.0,29.1,461.0,16.2,4.68
39.37,22.22,50.9,20.0,29.1,461.0,16.2,4.35
39.37,22.22,50.9,20.0,29.1,461.0,16.2,4.37
39.37,22.22,50.9,20.0,29.1,461.0,16.2,4.58
39.37,22.22,50.9,20.0,29.1,461.0,16.2,4.62
39.37,22.22,50.9,20.0,29.1,461.0,16.2,5.12
39.37,22.22,50.9,20.0,29.1,461.0,16.2,5.07
39.37,22.22,50.9,20.0,29.1,461.0,16.2,4.48
39.37,22.22,50.9,20.0,29.1,461.0,16.2,4.87
39.37,22.22,50.9,20.0,29.1,461.0,16.2,5.05
39.37,22.22,50.9,20.0,29.1,461.0,16.2,4.57
39.37,22.22,50.9,20.0,29.1,461.0,16.2,4.88
39.37,22.22,50.9,20.0,29.1,461.0,16.2,4.97
39.37,22.22,50.9,20.0,29.1,461.0,16.2,4.65
39.37,22.22,50.9,20.0,29.1,461.0,16.2,4.52
39.37,22.22,50.9,20.0,29.1,461.0,16.2,2.75
39.37,22.22,50.9,20.0,29.1,461.0,16.2,5.02
39.37,22.22,50.9,20.0,29.1,461.0,16.2,5.64
39.37,22.22,50.9,20.0,29.1,461.0,16.2,4.15
39.37,22.22,50.9,20.0,29.1,461.0,16.2,4.02
39.37,22.22,50.9,20.0,29.1,461.0,16.2,3.2
39.37,22.22,50.9,20.0,29.1,461.0,16.2,2.83
39.37,22.22,50.9,20.0,29.1,461.0,16.2,3.83
39.37,22.22,50.9,20.0,29.1,461.0,16.2,5.77
39.37,22.22,50.9,20.0,29.1,461.0,16.2,4.2
39.37,22.22,50.9,20.0,29.1,461.0,16.2,4.33
39.37,22.22,50.9,20.0,29.1,461.0,16.2,6.02
39.37,22.22,50.9,20.0,29.1,461.0,16.2,4.89
39.37,22.22,50.9,20.0,29.1,461.0,16.2,4.3
39.37,22.22,50.9,20.0,29.1,461.0,16.2,6.77
39.37,22.22,50.9,20.0,29.1,461.0,16.2,4.28
39.37,22.22,50.9,20.0,29.1,461.0,16.2,5.42
39.37,22.22,50.9,20.0,29.1,461.0,16.2,6.97
39.37,22.22,50.9,20.0,29.1,461.0,16.2,4.43
39.37,22.22,50.9,20.0,29.1,461.0,16.2,5.57
39.37,22.22,50.9,20.0,29.1,461.0,16.2,6.22
39.37,22.22,50.9,20.0,29.1,461.0,16.2,4.25
39.37,22.22,50.9,20.0,29.1,461.0,16.2,2.55
39.37,22.22,50.9,20.0,29.1,461.0,16.2,5.67
39.37,22.22,50.9,20.0,29.1,461.0,16.2,2.15
39.37,22.22,50.9,20.0,29.1,461.0,16.2,1.48
39.37,22.22,50.9,20.0,29.1,461.0,16.2,9.39
39.37,22.22,50.9,20.0,29.1,461.0,16.2,6.08
39.37,22.22,50.9,20.0,29.1,461.0,16.2,9.87
39.37,22.22,50.9,20.0,29.1,461.0,16.2,6.45
39.37,22.22,50.9,20.0,29.1,461.0,16.2,8.87
39.37,22.22,50.9,20.0,29.1,461.0,16.2,9.37
39.37,22.22,50.9,20.0,29.1,461.0,16.2,5.83
39.37,22.22,50.9,20.0,29.1,461.0,16.2,9.42
39.37,22.22,50.9,20.0,29.1,461.0,16.2,5.95
39.37,22.22,50.9,20.0,29.1,461.0,16.2,8.72
39.37,22.22,50.9,20.0,29.1,461.0,16.2,5.48
39.37,22.22,50.9,20.0,29.1,461.0,16.2,9.22
39.37,22.22,50.9,20.0,29.1,461.0,16.2,3.6
39.37,22.22,50.9,20.0,29.1,461.0,16.2,2.73
39.37,22.22,50.9,20.0,29.1,461.0,16.2,9.07
39.37,22.22,50.9,20.0,29.1,461.0,16.2,5.8
39.37,22.22,50.9,20.0,29.1,461.0,16.2,9.82
39.37,22.22,50.9,20.0,29.1,461.0,16.2,8.07
39.37,22.22,50.9,20.0,29.1,461.0,16.2,9.12
39.37,22.22,50.9,20.0,29.1,461.0,16.2,9.52
39.37,22.22,50.9,20.0,29.1,461.0,16.2,6.38
39.37,22.22,50.9,20.0,29.1,461.0,16.2,8.97
39.37,22.22,50.9,20.0,29.1,461.0,16.2,5.75
33.38,73.04,37.0,35.0,28.0,1075.0,22.2,7.46
33.38,73.04,37.0,35.0,28.0,1075.0,22.2,12.5
33.38,73.04,37.0,35.0,28.0,1075.0,22.2,15.25
33.38,73.04,37.0,35.0,28.0,1075.0,22.2,3.39
33.38,73.04,37.0,35.0,28.0,1075.0,22.2,12.28
33.38,73.04,37.0,35.0,28.0,1075.0,22.2,17.2
33.38,73.04,37.0,35.0,28.0,1075.0,22.2,4.52
33.38,73.04,37.0,35.0,28.0,1075.0,22.2,11.63
33.38,73.04,37.0,35.0,28.0,1075.0,22.2,14.85
33.38,73.04,37.0,35.0,28.0,1075.0,22.2,9.76
33.38,73.04,37.0,35.0,28.0,1075.0,22.2,11.85
33.38,73.04,37.0,35.0,28.0,1075.0,22.2,15.33
33.38,73.04,37.0,35.0,28.0,1075.0,22.2,13.56
33.38,73.04,37.0,35.0,28.0,1075.0,22.2,16.2
33.38,73.04,37.0,35.0,28.0,1075.0,22.2,16.75
33.67,73.06,71.0,14.0,15.0,1211.0,21.5,1.7
33.67,73.06,71.0,14.0,15.0,1211.0,21.5,3.89
33.67,73.06,71.0,14.0,15.0,1211.0,21.5,4.24
33.67,73.06,71.0,14.0,15.0,1211.0,21.5,8.58
33.67,73.06,71.0,14.0,15.0,1211.0,21.5,1.8
33.67,73.06,71.0,14.0,15.0,1211.0,21.5,4.18
33.67,73.06,71.0,14.0,15.0,1211.0,21.5,4.73
33.67,73.06,71.0,14.0,15.0,1211.0,21.5,9.7
33.67,73.06,71.0,14.0,15.0,1211.0,21.5,1.18
33.67,73.06,71.0,14.0,15.0,1211.0,21.5,4.27
33.67,73.06,71.0,14.0,15.0,1211.0,21.5,4.68
33.67,73.06,71.0,14.0,15.0,1211.0,21.5,9.15
33.67,73.06,71.0,14.0,15.0,1211.0,21.5,1.19
33.67,73.06,71.0,14.0,15.0,1211.0,21.5,4.38
33.67,73.06,71.0,14.0,15.0,1211.0,21.5,4.4
33.67,73.06,71.0,14.0,15.0,1211.0,21.5,9.97
33.67,73.06,71.0,14.0,15.0,1211.0,21.5,4.2
33.67,73.06,71.0,14.0,15.0,1211.0,21.5,7.61
32.72,72.98,78.0,6.0,16.0,703.0,22.0,2.76
32.72,72.98,78.0,6.0,16.0,703.0,22.0,3.04
32.72,72.98,78.0,6.0,16.0,703.0,22.0,2.58
32.72,72.98,78.0,6.0,16.0,703.0,22.0,5.34
32.72,72.98,78.0,6.0,16.0,703.0,22.0,2.87
32.72,72.98,78.0,6.0,16.0,703.0,22.0,3.24
32.72,72.98,78.0,6.0,16.0,703.0,22.0,3.29
32.72,72.98,78.0,6.0,16.0,703.0,22.0,5.4
32.72,72.98,78.0,6.0,16.0,703.0,22.0,2.84
32.72,72.98,78.0,6.0,16.0,703.0,22.0,3.08
32.72,72.98,78.0,6.0,16.0,703.0,22.0,3.19
32.72,72.98,78.0,6.0,16.0,703.0,22.0,5.37
32.72,72.98,78.0,6.0,16.0,703.0,22.0,3.02
32.72,72.98,78.0,6.0,16.0,703.0,22.0,3.2
32.72,72.98,78.0,6.0,16.0,703.0,22.0,3.84
32.72,72.98,78.0,6.0,16.0,703.0,22.0,3.1
32.72,72.98,78.0,6.0,16.0,703.0,22.0,5.07
-43.38,172.3,27.0,63.0,10.0,296.0,14.7,5.37
-43.38,172.3,27.0,63.0,10.0,296.0,14.7,9.16
-43.38,172.3,27.0,63.0,10.0,296.0,14.7,12.1
-43.38,172.3,27.0,63.0,10.0,296.0,14.7,8.31
-43.38,172.3,27.0,63.0,10.0,296.0,14.7,15.72
-43.38,172.3,27.0,63.0,10.0,296.0,14.7,5.59
-43.38,172.3,27.0,63.0,10.0,296.0,14.7,10.11
-43.38,172.3,27.0,63.0,10.0,296.0,14.7,22.69
-43.38,172.3,27.0,63.0,10.0,296.0,14.7,15.87
-43.38,172.3,27.0,63.0,10.0,296.0,14.7,21.3
14.17,121.24,9.0,45.0,45.0,187.0,26.4,7.91
14.17,121.24,9.0,45.0,45.0,187.0,26.4,7.5
14.17,121.24,9.0,45.0,45.0,187.0,26.4,6.47
14.17,121.24,9.0,45.0,45.0,187.0,26.4,2.49
14.17,121.24,9.0,45.0,45.0,187.0,26.4,6.27
14.17,121.24,9.0,45.0,45.0,187.0,26.4,1.94
14.17,121.24,9.0,45.0,45.0,187.0,26.4,2.97
14.17,121.24,9.0,45.0,45.0,187.0,26.4,3.6
14.17,121.24,9.0,45.0,45.0,187.0,26.4,3.79
14.17,121.24,9.0,45.0,45.0,187.0,26.4,5.65
37.3,13.31,27.0,23.2,49.8,479.0,19.6,8.51
37.3,13.31,27.0,23.2,49.8,479.0,19.6,3.41
37.3,13.31,27.0,23.2,49.8,479.0,19.6,8.44
37.3,13.31,27.0,23.2,49.8,479.0,19.6,4.37
37.3,13.31,27.0,23.2,49.8,479.0,19.6,8.63
37.3,13.31,27.0,23.2,49.8,479.0,19.6,4.66
37.3,13.31,27.0,23.2,49.8,479.0,19.6,8.26
37.3,13.31,27.0,23.2,49.8,479.0,19.6,3.33
37.3,13.31,27.0,23.2,49.8,479.0,19.6,7.6
37.3,13.31,27.0,23.2,49.8,479.0,19.6,3.5
37.3,13.31,27.0,23.2,49.8,479.0,19.6,8.91
37.3,13.31,27.0,23.2,49.8,479.0,19.6,3.76
37.3,13.31,27.0,23.2,49.8,479.0,19.6,5.97
37.3,13.31,27.0,23.2,49.8,479.0,19.6,3.59
37.3,13.31,27.0,23.2,49.8,479.0,19.6,5.98
37.3,13.31,27.0,23.2,49.8,479.0,19.6,4.05
37.3,13.31,27.0,23.2,49.8,479.0,19.6,7.21
37.3,13.31,27.0,23.2,49.8,479.0,19.6,4.75
37.3,13.31,27.0,23.2,49.8,479.0,19.6,7.01
37.3,13.31,27.0,23.2,49.8,479.0,19.6,6.11
37.3,13.31,27.0,23.2,49.8,479.0,19.6,7.26
37.3,13.31,27.0,23.2,49.8,479.0,19.6,6.22
37.3,13.31,27.0,23.2,49.8,479.0,19.6,8.04
37.3,13.31,27.0,23.2,49.8,479.0,19.6,8.48
37.54,40.14,20.0,18.0,62.0,457.0,16.0,3.75
37.54,40.14,20.0,18.0,62.0,457.0,16.0,3.95
37.54,40.14,20.0,18.0,62.0,457.0,16.0,4.06
37.54,40.14,20.0,18.0,62.0,457.0,16.0,3.5
37.54,40.14,20.0,18.0,62.0,457.0,16.0,4.07
37.54,40.14,20.0,18.0,62.0,457.0,16.0,12.69
37.54,40.14,20.0,18.0,62.0,457.0,16.0,12.0
37.54,40.14,20.0,18.0,62.0,457.0,16.0,12.58
37.54,40.14,20.0,18.0,62.0,457.0,16.0,13.12
37.54,40.14,20.0,18.0,62.0,457.0,16.0,12.02
37.54,40.14,20.0,18.0,62.0,457.0,16.0,13.09
-32.08,117.1,50.0,9.0,41.0,279.0,14.2,6.55
-32.08,117.1,50.0,9.0,41.0,279.0,14.2,12.34
-32.08,117.1,50.0,9.0,41.0,279.0,14.2,6.66
-32.08,117.1,50.0,9.0,41.0,279.0,14.2,12.08
-32.08,117.1,50.0,9.0,41.0,279.0,14.2,9.21
-32.08,117.1,50.0,9.0,41.0,279.0,14.2,1.71
-32.08,117.1,50.0,9.0,41.0,279.0,14.2,8.68
-32.08,117.1,50.0,9.0,41.0,279.0,14.2,10.4
-32.08,117.1,50.0,9.0,41.0,279.0,14.2,8.38
-32.08,117.1,50.0,9.0,41.0,279.0,14.2,8.79
-32.08,117.1,50.0,9.0,41.0,279.0,14.2,6.08
-32.08,117.1,50.0,9.0,41.0,279.0,14.2,8.32
-32.08,117.1,50.0,9.0,41.0,279.0,14.2,8.78
-32.08,117.1,50.0,9.0,41.0,279.0,14.2,7.17
-32.08,117.1,50.0,9.0,41.0,279.0,14.2,6.14
-32.08,117.1,50.0,9.0,41.0,279.0,14.2,8.94
-32.08,117.1,50.0,9.0,41.0,279.0,14.2,12.32
-32.08,117.1,50.0,9.0,41.0,279.0,14.2,7.39
-32.08,117.1,50.0,9.0,41.0,279.0,14.2,3.2
-32.08,117.1,50.0,9.0,41.0,279.0,14.2,9.99
-32.08,117.1,50.0,9.0,41.0,279.0,14.2,4.28
49.0,9.0,27.0,63.0,10.0,690.0,8.0,4.84
49.0,9.0,27.0,63.0,10.0,690.0,8.0,5.11
49.0,9.0,27.0,63.0,10.0,690.0,8.0,3.38
49.0,9.0,27.0,63.0,10.0,690.0,8.0,3.99
49.0,9.0,27.0,63.0,10.0,690.0,8.0,5.56
49.0,9.0,27.0,63.0,10.0,690.0,8.0,7.89
49.0,9.0,27.0,63.0,10.0,690.0,8.0,6.27
49.0,9.0,27.0,63.0,10.0,690.0,8.0,4.72
-43.29,172.27,27.0,63.0,10.0,680.0,11.5,10.0
-43.29,172.27,27.0,63.0,10.0,680.0,11.5,9.4
14.17,121.24,33.0,34.0,34.0,81.0,26.7,3.87
14.17,121.24,33.0,34.0,34.0,81.0,26.7,2.76
14.17,121.24,33.0,34.0,34.0,81.0,26.7,3.61
14.17,121.24,33.0,34.0,34.0,81.0,26.7,2.59
14.17,121.24,33.0,34.0,34.0,81.0,26.7,3.15
14.17,121.24,33.0,34.0,34.0,81.0,26.7,2.19
14.17,121.24,33.0,34.0,34.0,81.0,26.7,2.73
14.17,121.24,33.0,34.0,34.0,81.0,26.7,1.97
14.17,121.24,33.0,34.0,34.0,81.0,26.7,4.94
14.17,121.24,33.0,34.0,34.0,81.0,26.7,6.07
14.17,121.24,33.0,34.0,34.0,81.0,26.7,4.08
14.17,121.24,33.0,34.0,34.0,81.0,26.7,5.66
14.17,121.24,33.0,34.0,34.0,81.0,26.7,3.85
14.17,121.24,33.0,34.0,34.0,81.0,26.7,5.01
14.17,121.24,33.0,34.0,34.0,81.0,26.7,3.34
14.17,121.24,33.0,34.0,34.0,81.0,26.7,4.91
14.17,121.24,33.0,34.0,34.0,81.0,26.7,5.59
14.17,121.24,33.0,34.0,34.0,81.0,26.7,4.37
14.17,121.24,33.0,34.0,34.0,81.0,26.7,4.03
14.17,121.24,33.0,34.0,34.0,81.0,26.7,4.55
14.17,121.24,33.0,34.0,34.0,81.0,26.7,3.86
14.17,121.24,33.0,34.0,34.0,81.0,26.7,3.69
14.17,121.24,33.0,34.0,34.0,81.0,26.7,5.85
14.17,121.24,33.0,34.0,34.0,81.0,26.7,7.25
14.17,121.24,33.0,34.0,34.0,81.0,26.7,5.26
14.17,121.24,33.0,34.0,34.0,81.0,26.7,7.2
14.17,121.24,33.0,34.0,34.0,81.0,26.7,6.51
14.17,121.24,33.0,34.0,34.0,81.0,26.7,4.12
14.17,121.24,33.0,34.0,34.0,81.0,26.7,5.53
14.17,121.24,33.0,34.0,34.0,81.0,26.7,5.51
14.17,121.24,33.0,34.0,34.0,81.0,26.7,5.07
14.17,121.24,33.0,34.0,34.0,81.0,26.7,4.99
14.17,121.24,33.0,34.0,34.0,81.0,26.7,4.52
14.17,121.24,33.0,34.0,34.0,81.0,26.7,4.51
14.17,121.24,33.0,34.0,34.0,81.0,26.7,4.14
14.17,121.24,33.0,34.0,34.0,81.0,26.7,4.13
14.17,121.24,33.0,34.0,34.0,81.0,26.7,1.68
14.17,121.24,33.0,34.0,34.0,81.0,26.7,4.23
14.17,121.24,33.0,34.0,34.0,81.0,26.7,3.45
14.17,121.24,33.0,34.0,34.0,81.0,26.7,5.11
16.69,103.02,94.0,4.0,2.0,1350.0,29.5,2.05
16.69,103.02,94.0,4.0,2.0,1350.0,29.5,2.13
16.69,103.02,94.0,4.0,2.0,1350.0,29.5,1.8
16.69,103.02,94.0,4.0,2.0,1350.0,29.5,1.93
16.69,103.02,94.0,4.0,2.0,1350.0,29.5,4.15
16.69,103.02,94.0,4.0,2.0,1350.0,29.5,2.79
16.69,103.02,94.0,4.0,2.0,1350.0,29.5,1.29
16.69,103.02,94.0,4.0,2.0,1350.0,29.5,1.64
16.69,103.02,94.0,4.0,2.0,1350.0,29.5,3.61
16.69,103.02,94.0,4.0,2.0,1350.0,29.5,1.24
16.69,103.02,94.0,4.0,2.0,1350.0,29.5,1.67
27.4,85.2,30.0,54.0,16.0,1298.0,18.5,4.2
27.4,85.2,30.0,54.0,16.0,1298.0,18.5,3.2
27.4,85.2,30.0,54.0,16.0,1298.0,18.5,2.3
27.4,85.2,30.0,54.0,16.0,1298.0,18.5,5.6
27.4,85.2,30.0,54.0,16.0,1298.0,18.5,5.5
27.4,85.2,30.0,54.0,16.0,1298.0,18.5,7.1
27.4,85.2,30.0,54.0,16.0,1298.0,18.5,6.1
27.4,85.2,30.0,54.0,16.0,1298.0,18.5,8.7
27.4,85.2,30.0,54.0,16.0,1298.0,18.5,6.0
27.4,85.2,30.0,54.0,16.0,1298.0,18.5,8.0
27.4,85.2,30.0,54.0,16.0,1298.0,18.5,6.4
27.4,85.2,30.0,54.0,16.0,1298.0,18.5,4.1
27.4,85.2,30.0,54.0,16.0,1298.0,18.5,6.2
-15.38,128.43,20.0,18.0,62.0,317.0,25.0,1.9
-15.38,128.43,20.0,18.0,62.0,317.0,25.0,1.36
-15.38,128.43,20.0,18.0,62.0,317.0,25.0,0.61
-15.38,128.43,20.0,18.0,62.0,317.0,25.0,4.26
-15.38,128.43,20.0,18.0,62.0,317.0,25.0,1.45
-15.38,128.43,20.0,18.0,62.0,317.0,25.0,0.84
-15.38,128.43,20.0,18.0,62.0,317.0,25.0,5.04
-15.38,128.43,20.0,18.0,62.0,317.0,25.0,1.8
-15.38,128.43,20.0,18.0,62.0,317.0,25.0,1.5
-15.38,128.43,20.0,18.0,62.0,317.0,25.0,4.88
-15.38,128.43,20.0,18.0,62.0,317.0,25.0,2.27
-15.38,128.43,20.0,18.0,62.0,317.0,25.0,1.66
35.55,36.55,20.0,18.0,62.0,365.0,17.7,4.53
35.55,36.55,20.0,18.0,62.0,365.0,17.7,2.56
35.55,36.55,20.0,18.0,62.0,365.0,17.7,2.95
35.55,36.55,20.0,18.0,62.0,365.0,17.7,3.39
35.55,36.55,20.0,18.0,62.0,365.0,17.7,4.1
35.55,36.55,20.0,18.0,62.0,365.0,17.7,2.98
35.55,36.55,20.0,18.0,62.0,365.0,17.7,2.85
35.55,36.55,20.0,18.0,62.0,365.0,17.7,3.33
35.55,36.55,20.0,18.0,62.0,365.0,17.7,2.79
35.55,36.55,20.0,18.0,62.0,365.0,17.7,3.57
35.55,36.55,20.0,18.0,62.0,365.0,17.7,3.43
35.55,36.55,20.0,18.0,62.0,365.0,17.7,4.92
35.55,36.55,20.0,18.0,62.0,365.0,17.7,4.54
35.55,36.55,20.0,18.0,62.0,365.0,17.7,5.59
35.55,36.55,20.0,18.0,62.0,365.0,17.7,4.18
48.5,-73.33,9.0,45.0,45.0,460.0,14.2,2.22
48.5,-73.33,9.0,45.0,45.0,460.0,14.2,2.02
48.5,-73.33,9.0,45.0,45.0,460.0,14.2,2.32
48.5,-73.33,9.0,45.0,45.0,358.0,14.0,1.91
48.5,-73.33,9.0,45.0,45.0,358.0,14.0,3.28
48.5,-73.33,9.0,45.0,45.0,358.0,14.0,2.78
48.5,-73.33,9.0,45.0,45.0,350.0,13.5,1.69
48.5,-73.33,9.0,45.0,45.0,350.0,13.5,1.52
48.5,-73.33,9.0,45.0,45.0,350.0,13.5,2.26
48.5,-73.33,9.0,45.0,45.0,353.0,13.4,3.26
48.5,-73.33,9.0,45.0,45.0,353.0,13.4,2.62
48.5,-73.33,9.0,45.0,45.0,353.0,13.4,2.52
37.46,-4.31,12.7,17.9,69.4,511.0,17.7,1.3
37.46,-4.31,12.7,17.9,69.4,511.0,17.7,1.31
37.46,-4.31,12.7,17.9,69.4,511.0,17.7,1.9
37.46,-4.31,12.7,17.9,69.4,511.0,17.7,1.88
27.4,85.2,19.0,67.0,14.0,1245.0,19.0,21.1
27.4,85.2,19.0,67.0,14.0,1245.0,19.0,4.78
27.4,85.2,19.0,67.0,14.0,1245.0,19.0,0.99
27.4,85.2,19.0,67.0,14.0,1245.0,19.0,4.93
27.4,85.2,19.0,67.0,14.0,1245.0,19.0,2.71
27.4,85.2,19.0,67.0,14.0,1245.0,19.0,5.39
27.4,85.2,19.0,67.0,14.0,1245.0,19.0,6.92
27.4,85.2,19.0,67.0,14.0,1245.0,19.0,4.42
27.4,85.2,19.0,67.0,14.0,1245.0,19.0,5.51
48.14,16.33,27.0,56.0,24.0,211.0,13.4,5.81
48.14,16.33,27.0,56.0,24.0,211.0,13.4,4.6
48.14,16.33,27.0,56.0,24.0,211.0,13.4,8.16
48.14,16.33,27.0,56.0,24.0,211.0,13.4,5.07
48.14,16.33,27.0,56.0,24.0,211.0,13.4,7.56
48.14,16.33,27.0,56.0,24.0,211.0,13.4,4.32
48.14,16.33,27.0,56.0,24.0,211.0,13.4,6.92
48.14,16.33,27.0,56.0,24.0,211.0,13.4,4.98
48.14,16.33,27.0,56.0,24.0,211.0,13.4,8.91
48.14,16.33,27.0,56.0,24.0,211.0,13.4,3.99
48.14,16.33,27.0,56.0,24.0,211.0,13.4,9.81
48.14,16.33,27.0,56.0,24.0,211.0,13.4,5.87
48.14,16.33,27.0,56.0,24.0,211.0,13.4,11.66
48.14,16.33,27.0,56.0,24.0,211.0,13.4,6.89
48.14,16.33,27.0,56.0,24.0,211.0,13.4,10.09
48.14,16.33,27.0,56.0,24.0,211.0,13.4,6.59
48.14,16.33,27.0,56.0,24.0,211.0,13.4,15.16
48.14,16.33,27.0,56.0,24.0,211.0,13.4,6.61
48.14,16.33,27.0,56.0,24.0,211.0,13.4,12.12
48.14,16.33,27.0,56.0,24.0,211.0,13.4,5.48
48.14,16.33,27.0,56.0,24.0,211.0,13.4,8.41
48.14,16.33,27.0,56.0,24.0,211.0,13.4,3.61
48.14,16.33,27.0,56.0,24.0,211.0,13.4,12.11
48.14,16.33,27.0,56.0,24.0,211.0,13.4,2.74
48.14,16.33,27.0,56.0,24.0,211.0,13.4,11.5
48.14,16.33,27.0,56.0,24.0,211.0,13.4,3.1
48.14,16.33,27.0,56.0,24.0,211.0,13.4,13.6
48.14,16.33,27.0,56.0,24.0,211.0,13.4,4.75
48.14,16.33,27.0,56.0,24.0,211.0,13.4,13.69
48.14,16.33,27.0,56.0,24.0,211.0,13.4,3.33
48.14,16.33,27.0,56.0,24.0,211.0,13.4,8.62
48.14,16.33,27.0,56.0,24.0,211.0,13.4,2.99
48.14,16.33,27.0,56.0,24.0,211.0,13.4,11.69
48.14,16.33,27.0,56.0,24.0,211.0,13.4,3.89
48.14,16.33,27.0,56.0,24.0,211.0,13.4,11.71
48.14,16.33,27.0,56.0,24.0,211.0,13.4,3.21
48.14,16.33,27.0,56.0,24.0,211.0,13.4,13.02
48.14,16.33,27.0,56.0,24.0,211.0,13.4,3.96
48.14,16.33,27.0,56.0,24.0,211.0,13.4,13.95
48.14,16.33,27.0,56.0,24.0,211.0,13.4,2.67
36.01,35.56,20.0,18.0,55.0,352.0,11.6,3.13
36.01,35.56,20.0,18.0,55.0,352.0,11.6,2.8
36.01,35.56,20.0,18.0,55.0,352.0,11.6,1.62
36.01,35.56,20.0,18.0,55.0,352.0,11.6,2.72
36.01,35.56,20.0,18.0,55.0,352.0,11.6,3.84
36.01,35.56,20.0,18.0,55.0,352.0,11.6,2.1
35.56,37.1,33.0,34.0,29.0,279.0,10.7,1.39
35.56,37.1,33.0,34.0,29.0,279.0,10.7,2.96
35.56,37.1,33.0,34.0,29.0,279.0,10.7,1.0
35.56,37.1,33.0,34.0,29.0,279.0,10.7,1.11
35.56,37.1,33.0,34.0,29.0,279.0,10.7,3.28
35.56,37.1,33.0,34.0,29.0,279.0,10.7,1.28
